Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1376540167;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	148198.13333333333;	0.0;	7.133333333333334;	0.0;	0.06666666666666667
1376540466;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	171964.53333333333;	0.0;	6.466666666666667;	0.0;	0.06666666666666667
1376540766;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	167769.86666666667;	0.0;	7.0;	0.0;	0.06666666666666667
1376541066;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	169169.06666666668;	0.0;	7.0;	0.0;	0.06666666666666667
1376541366;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	164974.4;	0.0;	6.733333333333333;	0.0;	0.0
1376541666;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	177557.06666666668;	0.0;	7.733333333333333;	0.0;	0.06666666666666667
1376541966;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	178954.66666666666;	0.0;	6.933333333333334;	0.0;	0.06666666666666667
1376542267;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	197130.66666666666;	0.0;	7.333333333333333;	0.0;	0.06666666666666667
1376542567;	1;	2599.999304;	24.266660170666665;	0.9333333333333332;	2097152.0;	257248.8;	0.0;	8.266666666666667;	0.0;	0.6
1376542867;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	223693.33333333334;	0.0;	7.133333333333334;	0.0;	0.06666666666666667
1376543167;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	163576.26666666666;	0.0;	6.933333333333334;	0.0;	0.3333333333333333
1376543467;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	199925.33333333334;	0.0;	7.133333333333334;	0.0;	0.06666666666666667
1376543767;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	170567.73333333334;	0.0;	6.866666666666666;	0.0;	0.06666666666666667
1376544067;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	170567.46666666667;	0.0;	7.733333333333333;	0.0;	0.06666666666666667
1376544367;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	183149.06666666668;	0.0;	6.866666666666666;	0.0;	0.06666666666666667
1376544667;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	145401.86666666667;	0.0;	6.866666666666666;	0.0;	0.06666666666666667
1376544967;	1;	2599.999304;	13.866662954666667;	0.5333333333333333;	2097152.0;	169169.33333333334;	0.0;	6.6;	0.0;	0.06666666666666667
1376545267;	1;	2599.999304;	20.799994432;	0.8;	2097152.0;	185944.53333333333;	0.0;	7.6;	0.0;	0.06666666666666667
1376545567;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	185945.06666666668;	0.0;	6.933333333333334;	0.0;	0.06666666666666667
1376545867;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	194334.13333333333;	0.0;	7.0;	0.0;	0.13333333333333333
1376546167;	1;	2599.999304;	24.266660170666665;	0.9333333333333332;	2097152.0;	251655.2;	0.0;	8.466666666666667;	0.0;	0.6666666666666666
1376546467;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	171965.06666666668;	0.0;	6.866666666666666;	0.0;	0.13333333333333333
1376546767;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	184548.0;	0.0;	7.0;	0.0;	0.13333333333333333
1376547067;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	202722.93333333332;	0.0;	6.733333333333333;	0.0;	0.13333333333333333
1376547367;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	185946.13333333333;	0.0;	6.6;	0.0;	0.13333333333333333
1376547667;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	205518.4;	0.0;	6.933333333333334;	0.0;	0.2
1376547967;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	156586.93333333332;	0.0;	6.6;	0.0;	0.13333333333333333
1376548267;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	152391.46666666667;	0.0;	6.933333333333334;	0.0;	0.13333333333333333
1376548567;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	188741.6;	0.0;	6.8;	0.0;	0.13333333333333333
1376548867;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	216703.73333333334;	0.0;	7.8;	0.0;	0.13333333333333333
1376549167;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	180354.13333333333;	0.0;	6.733333333333333;	0.0;	0.13333333333333333
1376549467;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	176158.66666666666;	0.0;	7.4;	0.0;	0.2
1376549767;	1;	2599.999304;	22.533327301333333;	0.8666666666666667;	2097152.0;	222296.53333333333;	0.0;	8.2;	0.0;	0.6666666666666666
1376550067;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	174761.06666666668;	0.0;	7.333333333333333;	0.0;	0.13333333333333333
1376550367;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	166372.0;	0.0;	7.266666666666667;	0.0;	0.3333333333333333
1376550667;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	185945.6;	0.0;	7.066666666666666;	0.0;	0.06666666666666667
1376550968;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	229285.86666666667;	0.0;	7.2;	0.0;	0.06666666666666667
1376551268;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	170566.93333333332;	0.0;	7.133333333333334;	0.0;	0.06666666666666667
1376551568;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	157984.53333333333;	0.0;	6.866666666666666;	0.0;	0.06666666666666667
1376551868;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	164974.66666666666;	0.0;	7.333333333333333;	0.0;	0.06666666666666667
1376552168;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	167770.13333333333;	0.0;	6.8;	0.0;	0.06666666666666667
1376552468;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	177555.73333333334;	0.0;	7.6;	0.0;	0.13333333333333333
1376552768;	1;	2599.999304;	13.866662954666667;	0.5333333333333333;	2097152.0;	163576.0;	0.0;	7.2;	0.0;	0.06666666666666667
1376553068;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	142605.6;	0.0;	6.866666666666666;	0.0;	0.06666666666666667
1376553368;	1;	2599.999304;	20.799994432;	0.8;	2097152.0;	222296.0;	0.0;	8.333333333333334;	0.0;	0.6
1376553668;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	195731.46666666667;	0.0;	7.133333333333334;	0.0;	0.06666666666666667
1376553968;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	197129.6;	0.0;	7.2;	0.0;	0.3333333333333333
1376554268;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	150993.6;	0.0;	7.066666666666666;	0.0;	0.06666666666666667
1376554568;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	138411.2;	0.0;	6.8;	0.0;	0.06666666666666667
1376554868;	1;	2599.999304;	20.799994432;	0.8;	2097152.0;	157983.46666666667;	0.0;	6.933333333333334;	0.0;	0.13333333333333333
1376555168;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	152392.0;	0.0;	7.066666666666666;	0.0;	0.06666666666666667
1376555468;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	150993.6;	0.0;	7.0;	0.0;	0.13333333333333333
1376555768;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	156585.33333333334;	0.0;	6.866666666666666;	0.0;	0.06666666666666667
1376556068;	1;	2599.999304;	20.799994432;	0.8;	2097152.0;	239073.33333333334;	0.0;	18.333333333333332;	0.0;	0.13333333333333333
1376556368;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	222295.2;	0.0;	6.733333333333333;	0.0;	0.13333333333333333
1376556668;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	180353.6;	0.0;	7.0;	0.0;	0.13333333333333333
1376556968;	1;	2599.999304;	22.533327301333333;	0.8666666666666667;	2097152.0;	225092.0;	0.0;	8.266666666666667;	0.0;	0.5333333333333333
1376557268;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	178954.93333333332;	1.7333333333333334;	7.666666666666667;	0.0;	0.4
1376557568;	1;	2599.999304;	20.799994432;	0.8;	2097152.0;	159382.4;	0.0;	7.0;	0.0;	0.3333333333333333
1376557868;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	176158.4;	0.0;	6.866666666666666;	0.0;	0.13333333333333333
1376558168;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	163576.0;	0.0;	7.0;	0.0;	0.06666666666666667
1376558468;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	163577.6;	0.0;	6.866666666666666;	0.0;	0.13333333333333333
1376558768;	1;	2599.999304;	13.866662954666667;	0.5333333333333333;	2097152.0;	111846.66666666667;	0.0;	6.733333333333333;	0.0;	0.13333333333333333
1376559068;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	116041.06666666667;	0.0;	7.0;	0.0;	0.13333333333333333
1376559368;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	142605.6;	0.0;	6.666666666666667;	0.0;	0.13333333333333333
1376559668;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	180352.8;	0.0;	7.466666666666667;	0.0;	0.13333333333333333
1376559968;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	159382.4;	0.0;	6.866666666666666;	0.0;	0.13333333333333333
1376560268;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	184548.0;	0.0;	6.733333333333333;	0.0;	0.2
1376560568;	1;	2599.999304;	27.733325909333335;	1.0666666666666667;	2097152.0;	278219.73333333334;	5.333333333333333;	9.8;	0.0;	0.8666666666666667
1376560868;	1;	2599.999304;	13.866662954666667;	0.5333333333333333;	2097152.0;	206915.73333333334;	0.0;	7.466666666666667;	0.0;	0.4
1376561168;	1;	2599.999304;	13.866662954666667;	0.5333333333333333;	2097152.0;	180352.8;	1.9333333333333333;	7.2;	0.0;	0.4
1376561468;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	190138.93333333332;	0.0;	6.533333333333333;	0.0;	0.13333333333333333
1376561768;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	201324.0;	0.0;	6.6;	0.0;	0.13333333333333333
1376562068;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	202721.86666666667;	0.0;	6.8;	0.0;	0.2
1376562368;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	177557.6;	0.0;	7.666666666666667;	0.0;	0.13333333333333333
1376562668;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	144003.46666666667;	0.0;	6.933333333333334;	0.0;	0.13333333333333333
1376562968;	1;	2599.999304;	190.66661562666667;	7.333333333333334;	2097152.0;	304785.3333333333;	140.6;	99.33333333333333;	0.0;	0.4666666666666667
1376563269;	1;	2599.999304;	41.599988864;	1.6;	2097152.0;	775944.5333333333;	1.6666666666666667;	8.066666666666666;	0.0;	0.2
1376563569;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	328552.0;	34.46666666666667;	14.266666666666667;	0.0;	0.06666666666666667
1376563869;	1;	2599.999304;	13.866662954666667;	0.5333333333333333;	2097152.0;	272628.0;	0.06666666666666667;	7.2;	0.0;	0.06666666666666667
1376564169;	1;	2599.999304;	27.733325909333335;	1.0666666666666667;	2097152.0;	251656.0;	2.466666666666667;	8.8;	0.0;	0.5333333333333333
1376564469;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	191537.06666666668;	0.13333333333333333;	7.066666666666666;	0.0;	0.3333333333333333
1376564769;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	184547.2;	0.06666666666666667;	7.333333333333333;	0.0;	0.3333333333333333
1376565069;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	163576.8;	0.0;	6.933333333333334;	0.0;	0.06666666666666667
1376565369;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	156586.66666666666;	0.06666666666666667;	7.4;	0.0;	0.13333333333333333
1376565669;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	205519.2;	0.06666666666666667;	6.866666666666666;	0.0;	0.06666666666666667
1376565969;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	138411.2;	0.0;	7.266666666666667;	0.0;	0.06666666666666667
1376566269;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	171964.8;	0.06666666666666667;	7.2;	0.0;	0.06666666666666667
1376566569;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	181750.93333333332;	0.0;	7.2;	0.0;	0.06666666666666667
1376566869;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	181752.0;	0.06666666666666667;	7.8;	0.0;	0.06666666666666667
1376567169;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	215305.6;	0.06666666666666667;	7.466666666666667;	0.0;	0.06666666666666667
1376567469;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	173362.93333333332;	0.0;	7.133333333333334;	0.0;	0.13333333333333333
1376567769;	1;	2599.999304;	24.142850680000002;	0.9285714285714286;	2097152.0;	241170.57142857142;	0.07142857142857142;	9.428571428571429;	0.0;	0.6428571428571429
1376568069;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	195732.53333333333;	0.13333333333333333;	7.2;	0.0;	0.3333333333333333
1376568369;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	191537.6;	0.06666666666666667;	7.333333333333333;	0.0;	0.06666666666666667
1376568669;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	218100.8;	0.0;	7.0;	0.0;	0.06666666666666667
1376568969;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	241869.06666666668;	0.06666666666666667;	7.133333333333334;	0.0;	0.06666666666666667
1376569269;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	192935.2;	0.06666666666666667;	6.933333333333334;	0.0;	0.13333333333333333
1376569569;	1;	2599.999304;	13.866662954666667;	0.5333333333333333;	2097152.0;	164974.66666666666;	0.0;	7.333333333333333;	0.0;	0.06666666666666667
1376569869;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	187343.46666666667;	0.06666666666666667;	6.933333333333334;	0.0;	0.06666666666666667
1376570169;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	174760.8;	0.0;	7.2;	0.0;	0.06666666666666667
1376570469;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	184547.73333333334;	0.13333333333333333;	8.0;	0.0;	0.06666666666666667
1376570769;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	201324.0;	0.0;	7.333333333333333;	0.0;	0.06666666666666667
1376571069;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	188741.06666666668;	0.06666666666666667;	7.0;	0.0;	0.06666666666666667
1376571369;	1;	2599.999304;	25.99999304;	1.0;	2097152.0;	230684.53333333333;	0.06666666666666667;	8.733333333333333;	0.0;	0.5333333333333333
1376571669;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	205517.6;	0.06666666666666667;	7.266666666666667;	0.0;	0.3333333333333333
1376571969;	1;	2599.999304;	20.799994432;	0.8;	2097152.0;	201324.0;	12.533333333333333;	13.733333333333333;	0.0;	0.06666666666666667
1376572269;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	166373.06666666668;	0.0;	7.2;	0.0;	0.06666666666666667
1376572569;	1;	2599.999304;	13.866662954666667;	0.5333333333333333;	2097152.0;	216703.2;	0.06666666666666667;	7.4;	0.0;	0.06666666666666667
1376572869;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	194334.13333333333;	0.0;	6.8;	0.0;	0.13333333333333333
1376573169;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	156585.33333333334;	0.06666666666666667;	7.133333333333334;	0.0;	0.13333333333333333
1376573469;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	125828.0;	0.06666666666666667;	7.2;	0.0;	0.13333333333333333
1376573769;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	148197.86666666667;	0.0;	7.133333333333334;	0.0;	0.13333333333333333
1376574069;	1;	2599.999304;	20.799994432;	0.8;	2097152.0;	169168.53333333333;	0.06666666666666667;	8.4;	0.0;	0.13333333333333333
1376574369;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	243267.2;	0.0;	7.133333333333334;	0.0;	0.2
1376574669;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	244665.06666666668;	0.06666666666666667;	7.066666666666666;	0.0;	0.2
1376574969;	1;	2599.999304;	22.533327301333333;	0.8666666666666667;	2097152.0;	222296.0;	0.06666666666666667;	8.8;	0.0;	0.6
1376575269;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	185945.33333333334;	0.06666666666666667;	7.0;	0.0;	0.4
1376575569;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	163576.0;	0.06666666666666667;	7.2;	0.0;	0.4
1376575869;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	170566.66666666666;	0.0;	7.266666666666667;	0.0;	0.13333333333333333
1376576169;	1;	2599.999304;	20.799994432;	0.8;	2097152.0;	155188.26666666666;	0.06666666666666667;	7.0;	0.0;	0.13333333333333333
1376576469;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	174760.53333333333;	0.06666666666666667;	7.066666666666666;	0.0;	0.13333333333333333
1376576769;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	191537.06666666668;	0.0;	7.133333333333334;	0.0;	0.13333333333333333
1376577069;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	167770.13333333333;	0.06666666666666667;	7.133333333333334;	0.0;	0.06666666666666667
1376577369;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	190139.73333333334;	0.0;	6.933333333333334;	0.0;	0.06666666666666667
1376577669;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	229285.86666666667;	0.06666666666666667;	7.866666666666666;	0.0;	0.06666666666666667
1376577970;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	164974.93333333332;	0.06666666666666667;	6.933333333333334;	0.0;	0.06666666666666667
1376578270;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	159382.4;	0.0;	7.0;	0.0;	0.06666666666666667
1376578570;	1;	2599.999304;	25.99999304;	1.0;	2097152.0;	211210.57142857142;	0.07142857142857142;	9.142857142857142;	0.0;	0.6428571428571429
1376578870;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	195732.0;	0.06666666666666667;	7.066666666666666;	0.0;	0.06666666666666667
1376579170;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	162178.93333333332;	0.06666666666666667;	7.4;	0.0;	0.06666666666666667
1376579470;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	176158.93333333332;	0.0;	7.133333333333334;	0.0;	0.06666666666666667
1376579770;	1;	2599.999304;	20.799994432;	0.8;	2097152.0;	155187.2;	0.06666666666666667;	6.866666666666666;	0.0;	0.06666666666666667
1376580070;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	173363.46666666667;	0.06666666666666667;	7.466666666666667;	0.0;	0.06666666666666667
1376580370;	1;	2599.999304;	13.866662954666667;	0.5333333333333333;	2097152.0;	169168.26666666666;	0.0;	6.933333333333334;	0.0;	0.06666666666666667
1376580670;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	162178.66666666666;	0.06666666666666667;	7.2;	0.0;	0.06666666666666667
1376580970;	1;	2599.999304;	13.866662954666667;	0.5333333333333333;	2097152.0;	222295.2;	0.0;	7.2;	0.0;	0.06666666666666667
1376581270;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	188740.8;	0.06666666666666667;	7.8;	0.0;	0.06666666666666667
1376581570;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	146799.2;	0.06666666666666667;	7.066666666666666;	0.0;	0.06666666666666667
1376581870;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	156585.6;	0.0;	7.466666666666667;	0.0;	0.06666666666666667
1376582170;	1;	2599.999304;	24.266660170666665;	0.9333333333333332;	2097152.0;	267035.4666666667;	0.06666666666666667;	8.333333333333334;	0.0;	0.6
1376582470;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	176158.4;	0.06666666666666667;	7.333333333333333;	0.0;	0.4
1376582770;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	146800.0;	0.06666666666666667;	7.0;	0.0;	0.06666666666666667
1376583070;	1;	2599.999304;	16.714281240000002;	0.6428571428571429;	2097152.0;	154288.57142857142;	0.0;	7.714285714285714;	0.0;	0.07142857142857142
1376583370;	1;	2599.999304;	13.866662954666667;	0.5333333333333333;	2097152.0;	159381.6;	0.06666666666666667;	6.933333333333334;	0.0;	0.06666666666666667
1376583670;	1;	2599.999304;	13.866662954666667;	0.5333333333333333;	2097152.0;	176157.6;	0.06666666666666667;	7.133333333333334;	0.0;	0.06666666666666667
1376583970;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	163576.0;	0.0;	7.066666666666666;	0.0;	0.06666666666666667
1376584270;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	130022.4;	0.06666666666666667;	8.533333333333333;	0.0;	0.06666666666666667
1376584570;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	137012.26666666666;	0.06666666666666667;	7.0;	0.0;	0.06666666666666667
1376584870;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	180352.8;	0.0;	7.666666666666667;	0.0;	0.06666666666666667
1376585170;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	152391.73333333334;	0.06666666666666667;	7.2;	0.0;	0.06666666666666667
1376585470;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	155188.0;	0.06666666666666667;	7.066666666666666;	0.0;	0.13333333333333333
1376585770;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	265636.5333333333;	0.06666666666666667;	8.933333333333334;	0.0;	0.6666666666666666
1376586070;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	205518.4;	0.0;	7.133333333333334;	0.0;	0.4
1376586370;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	192935.2;	0.06666666666666667;	7.066666666666666;	0.0;	0.13333333333333333
1376586670;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	176158.4;	0.06666666666666667;	7.066666666666666;	0.0;	0.13333333333333333
1376586970;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	205518.4;	0.0;	6.733333333333333;	0.0;	0.13333333333333333
1376587270;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	167771.2;	0.06666666666666667;	7.266666666666667;	0.0;	0.2
1376587571;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	146798.4;	0.06666666666666667;	6.866666666666666;	0.0;	0.13333333333333333
1376587871;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	166372.53333333333;	0.0;	7.2;	0.0;	0.13333333333333333
1376588171;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	185945.86666666667;	0.06666666666666667;	7.0;	0.0;	0.13333333333333333
1376588471;	1;	2599.999304;	20.799994432;	0.8;	2097152.0;	230684.0;	0.13333333333333333;	8.133333333333333;	0.0;	0.13333333333333333
1376588771;	1;	2599.999304;	77.99997911999999;	3.0;	2097152.0;	304784.26666666666;	187.13333333333333;	26.8;	0.0;	0.26666666666666666
1376589071;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	553646.4;	0.06666666666666667;	7.666666666666667;	0.0;	0.13333333333333333
1376589371;	1;	2599.999304;	27.733325909333335;	1.0666666666666667;	2097152.0;	306183.2;	34.53333333333333;	11.533333333333333;	0.0;	0.8
1376589670;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	251656.0;	0.06666666666666667;	7.4;	0.0;	0.4
1376589970;	1;	2599.999304;	22.533327301333333;	0.8666666666666667;	2097152.0;	176159.2;	0.06666666666666667;	6.933333333333334;	0.0;	0.13333333333333333
1376590270;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	153789.86666666667;	0.06666666666666667;	7.266666666666667;	0.0;	0.13333333333333333
1376590570;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	176158.4;	0.0;	6.866666666666666;	0.0;	0.06666666666666667
1376590870;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	198528.26666666666;	0.06666666666666667;	7.0;	0.0;	0.06666666666666667
1376591170;	1;	2599.999304;	12.133330085333332;	0.4666666666666666;	2097152.0;	230684.0;	0.06666666666666667;	7.0;	0.0;	0.06666666666666667
1376591470;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	163576.8;	0.0;	6.933333333333334;	0.0;	0.06666666666666667
1376591771;	1;	2599.999304;	19.066661562666667;	0.7333333333333333;	2097152.0;	197129.6;	0.06666666666666667;	6.8;	0.0;	0.06666666666666667
1376592071;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	180352.8;	0.0;	7.8;	0.0;	0.06666666666666667
1376592371;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	159382.4;	0.06666666666666667;	6.933333333333334;	0.0;	0.06666666666666667
1376592671;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	192936.8;	0.06666666666666667;	6.866666666666666;	0.0;	0.06666666666666667
1376592971;	1;	2599.999304;	22.533327301333333;	0.8666666666666667;	2097152.0;	243267.2;	0.06666666666666667;	8.533333333333333;	0.0;	0.5333333333333333
1376593271;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	197130.4;	0.0;	6.933333333333334;	0.0;	0.3333333333333333
1376593571;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	180353.6;	0.06666666666666667;	7.266666666666667;	0.0;	0.06666666666666667
1376593871;	1;	2599.999304;	17.333328693333335;	0.6666666666666667;	2097152.0;	176158.4;	0.06666666666666667;	7.066666666666666;	0.0;	0.06666666666666667
1376594171;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	150994.4;	0.0;	7.066666666666666;	0.0;	0.06666666666666667
1376594471;	1;	2599.999304;	15.599995824;	0.6;	2097152.0;	167771.2;	0.06666666666666667;	7.2;	0.0;	0.13333333333333333
